Year-Month,CO2
1989-09-01,0.45535940535518193
1989-10-01,0.6014162232170508
1989-11-01,0.5135287327195426
1989-12-01,0.6605850719373818
1990-01-01,0.526944843314469
1990-02-01,0.4140693189177014
1990-03-01,0.583959793901512
1990-04-01,0.4791367514148155
1990-05-01,0.5856632035363345
1990-06-01,0.5179773066418898
1990-07-01,0.559774192640144
1990-08-01,0.675634203339246
1990-09-01,0.4216431567981531
1990-10-01,0.557901849818397
1990-11-01,0.49862037897344913
1990-12-01,0.5314778838302785
1991-01-01,0.47549061013036
1991-02-01,0.3201143114564857
1991-03-01,0.5293802967592982
1991-04-01,0.4518540417264971
1991-05-01,0.512388433707802
1991-06-01,0.5237914238252106
1991-07-01,0.5715854379592868
1991-08-01,0.5998113579412676
1991-09-01,0.46186333305177807
1991-10-01,0.5760903229439425
1991-11-01,0.4645381085114171
1991-12-01,0.5884646788861672
1992-01-01,0.5050539178421598
1992-02-01,0.41991159163217606
1992-03-01,0.5426274741673001
1992-04-01,0.503632063518878
1992-05-01,0.5632795562688291
1992-06-01,0.5043359517977306
1992-07-01,0.5879438015598162
1992-08-01,0.5809189965368695
1992-09-01,0.46981727060280987
1992-10-01,0.596376383140468
1992-11-01,0.47625080947152054
1992-12-01,0.6586986513500577
1993-01-01,0.4414505729650591
1993-02-01,0.3811695807641411
1993-03-01,0.5883239012303967
1993-04-01,0.5336317819635665
1993-05-01,0.5973477489652841
1993-06-01,0.5384886110876479
1993-07-01,0.5993045583804939
1993-08-01,0.6043584762226537
1993-09-01,0.5532421094123938
1993-10-01,0.597854548526058
1993-11-01,0.5750626460568178
1993-12-01,0.6737759382830757
1994-01-01,0.5184981839682405
1994-02-01,0.44906664414224173
1994-03-01,0.6027817664780244
1994-04-01,0.5821437621420726
1994-05-01,0.6251794915111073
1994-06-01,0.601697778528592
1994-07-01,0.6322183742996312
1994-08-01,0.7263000816510403
1994-09-01,0.5602669144353409
1994-10-01,0.6347946054002307
1994-11-01,0.5572261170706985
1994-12-01,0.7045780893656559
1995-01-01,0.5817636624714926
1995-02-01,0.450038009967058
1995-03-01,0.6859532055072219
1995-04-01,0.5765548892079848
1995-05-01,0.6715516513219018
1995-06-01,0.6942731649632568
1995-07-01,0.6369766590646733
1995-08-01,0.7164315679815298
1995-09-01,0.6363290818481291
1995-10-01,0.688036714812625
1995-11-01,0.6345130500886897
1995-12-01,0.694287242728834
1996-01-01,0.6341188726525324
1996-02-01,0.5531154095222006
1996-03-01,0.6961032744882729
1996-04-01,0.6586704958189036
1996-05-01,0.7519920038291525
1996-06-01,0.6696933862657319
1996-07-01,0.7519075372356903
1996-08-01,0.807275389250218
1996-09-01,0.60876481684827
1996-10-01,0.8056705239744346
1996-11-01,0.6536447335078974
1996-12-01,0.6966945406425089
1997-01-01,0.639581045696427
1997-02-01,0.5226511248134693
1997-03-01,0.7128698932905366
1997-04-01,0.7222879184615816
1997-05-01,0.7712222316073993
1997-06-01,0.7095193850831993
1997-07-01,0.8210575217501477
1997-08-01,0.7717994199960581
1997-09-01,0.6652166568122306
1997-10-01,0.7710392206548975
1997-11-01,0.6784497564546554
1997-12-01,0.7696173663316159
1998-01-01,0.7033110904637212
1998-02-01,0.5214826702705744
1998-03-01,0.7420531013317566
1998-04-01,0.7988568854351437
1998-05-01,0.7515837486274175
1998-06-01,0.7491764507137426
1998-07-01,0.869991834895965
1998-08-01,0.8299687473604189
1998-09-01,0.7332122645493708
1998-10-01,0.8289833037700256
1998-11-01,0.7163048680913362
1998-12-01,0.8396542500774276
1999-01-01,0.7040009009769967
1999-02-01,0.5595630261564883
1999-03-01,0.8152152490356728
1999-04-01,0.7633949939465605
1999-05-01,0.8447926345130501
1999-06-01,0.819128867866092
1999-07-01,0.8840696004730129
1999-08-01,0.9090717121378495
1999-09-01,0.7583269983388234
1999-10-01,0.9034687614381847
1999-11-01,0.774755750767238
1999-12-01,1.0
2000-01-01,0.725033082749106
2000-02-01,0.7234000619421685
2000-03-01,0.8538868710758232
2000-04-01,0.8103724976771689
2000-05-01,0.8984570768927558
2000-06-01,0.8773826618239151
2000-07-01,0.9598220570431057
2000-08-01,0.9824168707942675
2000-09-01,0.8225638426668915
2000-10-01,0.9408874623419767
2000-11-01,0.8183968240560859
2000-12-01,0.943787482050849
2001-01-01,0.7862150519469551
2001-02-01,0.6318101190978969
2001-03-01,0.8774108173550692
2001-04-01,0.8220288875749642
